onset	duration	TrialEvent	ToneLabel	Trial	CRESP	RESP	ACC	RT	Code
0.029	2	TrialStart	Standard	1	0	0	1	n/a	CorrectRejection
2.029	0.2	ToneStart	Standard	1	0	0	1	n/a	CorrectRejection
3.279	2	TrialStart	Standard	2	0	0	1	n/a	CorrectRejection
5.279	0.2	ToneStart	Standard	2	0	0	1	n/a	CorrectRejection
6.529	2	TrialStart	Standard	3	0	0	1	n/a	CorrectRejection
8.529	0.2	ToneStart	Standard	3	0	0	1	n/a	CorrectRejection
9.778	2	TrialStart	Novel	4	0	0	1	n/a	CorrectRejection
11.778	0.2	ToneStart	Novel	4	0	0	1	n/a	CorrectRejection
13.028	1	TrialStart	Standard	5	0	0	1	n/a	CorrectRejection
14.028	0.2	ToneStart	Standard	5	0	0	1	n/a	CorrectRejection
15.278	1	TrialStart	Standard	6	0	0	1	n/a	CorrectRejection
16.278	0.2	ToneStart	Standard	6	0	0	1	n/a	CorrectRejection
17.528	2	TrialStart	Standard	7	0	0	1	n/a	CorrectRejection
19.527	0.2	ToneStart	Standard	7	0	0	1	n/a	CorrectRejection
20.777	1	TrialStart	Standard	8	0	0	1	n/a	CorrectRejection
21.777	0.2	ToneStart	Standard	8	0	0	1	n/a	CorrectRejection
23.027	1	TrialStart	Standard	9	0	0	1	n/a	CorrectRejection
24.027	0.2	ToneStart	Standard	9	0	0	1	n/a	CorrectRejection
25.277	1	TrialStart	Standard	10	0	0	1	n/a	CorrectRejection
26.277	0.2	ToneStart	Standard	10	0	0	1	n/a	CorrectRejection
27.526	1	TrialStart	Oddball	11	1	1	1	468	Hit
28.526	0.2	ToneStart	Oddball	11	1	1	1	468	Hit
29.776	1	TrialStart	Standard	12	0	0	1	n/a	CorrectRejection
30.776	0.2	ToneStart	Standard	12	0	0	1	n/a	CorrectRejection
32.026	2	TrialStart	Standard	13	0	0	1	n/a	CorrectRejection
34.026	0.2	ToneStart	Standard	13	0	0	1	n/a	CorrectRejection
35.276	1	TrialStart	Standard	14	0	0	1	n/a	CorrectRejection
36.276	0.2	ToneStart	Standard	14	0	0	1	n/a	CorrectRejection
37.525	2	TrialStart	Standard	15	0	0	1	n/a	CorrectRejection
39.525	0.2	ToneStart	Standard	15	0	0	1	n/a	CorrectRejection
40.775	2	TrialStart	Standard	16	0	0	1	n/a	CorrectRejection
42.775	0.2	ToneStart	Standard	16	0	0	1	n/a	CorrectRejection
44.025	1	TrialStart	Novel	17	0	0	1	n/a	CorrectRejection
45.025	0.2	ToneStart	Novel	17	0	0	1	n/a	CorrectRejection
46.274	2	TrialStart	Standard	18	0	0	1	n/a	CorrectRejection
48.274	0.2	ToneStart	Standard	18	0	0	1	n/a	CorrectRejection
49.524	2	TrialStart	Standard	19	0	0	1	n/a	CorrectRejection
51.524	0.2	ToneStart	Standard	19	0	0	1	n/a	CorrectRejection
52.774	1	TrialStart	Standard	20	0	0	1	n/a	CorrectRejection
53.774	0.2	ToneStart	Standard	20	0	0	1	n/a	CorrectRejection
55.024	2	TrialStart	Standard	21	0	0	1	n/a	CorrectRejection
57.023	0.2	ToneStart	Standard	21	0	0	1	n/a	CorrectRejection
58.273	2	TrialStart	Standard	22	0	0	1	n/a	CorrectRejection
60.273	0.2	ToneStart	Standard	22	0	0	1	n/a	CorrectRejection
61.523	1	TrialStart	Novel	23	0	0	1	n/a	CorrectRejection
62.523	0.2	ToneStart	Novel	23	0	0	1	n/a	CorrectRejection
63.773	2	TrialStart	Oddball	24	1	1	1	432	Hit
65.772	0.2	ToneStart	Oddball	24	1	1	1	432	Hit
67.022	2	TrialStart	Standard	25	0	0	1	n/a	CorrectRejection
69.022	0.2	ToneStart	Standard	25	0	0	1	n/a	CorrectRejection
70.272	2	TrialStart	Standard	26	0	0	1	n/a	CorrectRejection
72.272	0.2	ToneStart	Standard	26	0	0	1	n/a	CorrectRejection
