onset	duration	TrialEvent	ToneLabel	Trial	CRESP	RESP	ACC	RT	Code
0.063	2	TrialStart	Standard	1	0	0	1	n/a	CorrectRejection
2.064	0.2	ToneStart	Standard	1	0	0	1	n/a	CorrectRejection
3.329	2	TrialStart	Standard	2	0	0	1	n/a	CorrectRejection
5.329	0.2	ToneStart	Standard	2	0	0	1	n/a	CorrectRejection
6.596	2	TrialStart	Standard	3	0	0	1	n/a	CorrectRejection
8.595	0.2	ToneStart	Standard	3	0	0	1	n/a	CorrectRejection
9.862	2	TrialStart	Novel	4	0	0	1	n/a	CorrectRejection
11.863	0.2	ToneStart	Novel	4	0	0	1	n/a	CorrectRejection
13.128	1	TrialStart	Standard	5	0	0	1	n/a	CorrectRejection
14.128	0.2	ToneStart	Standard	5	0	0	1	n/a	CorrectRejection
15.395	1	TrialStart	Standard	6	0	0	1	n/a	CorrectRejection
16.395	0.2	ToneStart	Standard	6	0	0	1	n/a	CorrectRejection
17.661	2	TrialStart	Standard	7	0	0	1	n/a	CorrectRejection
19.661	0.2	ToneStart	Standard	7	0	0	1	n/a	CorrectRejection
20.927	1	TrialStart	Standard	8	0	0	1	n/a	CorrectRejection
21.927	0.2	ToneStart	Standard	8	0	0	1	n/a	CorrectRejection
23.194	1	TrialStart	Standard	9	0	0	1	n/a	CorrectRejection
24.194	0.2	ToneStart	Standard	9	0	0	1	n/a	CorrectRejection
25.46	1	TrialStart	Standard	10	0	0	1	n/a	CorrectRejection
26.46	0.2	ToneStart	Standard	10	0	0	1	n/a	CorrectRejection
27.727	1	TrialStart	Oddball	11	1	1	1	469	Hit
28.727	0.2	ToneStart	Oddball	11	1	1	1	469	Hit
29.993	1	TrialStart	Standard	12	0	0	1	n/a	CorrectRejection
30.993	0.2	ToneStart	Standard	12	0	0	1	n/a	CorrectRejection
32.26	2	TrialStart	Standard	13	0	0	1	n/a	CorrectRejection
34.259	0.2	ToneStart	Standard	13	0	0	1	n/a	CorrectRejection
35.526	1	TrialStart	Standard	14	0	0	1	n/a	CorrectRejection
36.526	0.2	ToneStart	Standard	14	0	0	1	n/a	CorrectRejection
37.792	2	TrialStart	Standard	15	0	0	1	n/a	CorrectRejection
39.792	0.2	ToneStart	Standard	15	0	0	1	n/a	CorrectRejection
41.059	2	TrialStart	Standard	16	0	0	1	n/a	CorrectRejection
43.058	0.2	ToneStart	Standard	16	0	0	1	n/a	CorrectRejection
44.325	1	TrialStart	Novel	17	0	0	1	n/a	CorrectRejection
45.326	0.2	ToneStart	Novel	17	0	0	1	n/a	CorrectRejection
46.608	2	TrialStart	Standard	18	0	0	1	n/a	CorrectRejection
48.608	0.2	ToneStart	Standard	18	0	0	1	n/a	CorrectRejection
49.874	2	TrialStart	Standard	19	0	0	1	n/a	CorrectRejection
51.874	0.2	ToneStart	Standard	19	0	0	1	n/a	CorrectRejection
53.141	1	TrialStart	Standard	20	0	0	1	n/a	CorrectRejection
54.141	0.2	ToneStart	Standard	20	0	0	1	n/a	CorrectRejection
55.407	2	TrialStart	Standard	21	0	0	1	n/a	CorrectRejection
57.407	0.2	ToneStart	Standard	21	0	0	1	n/a	CorrectRejection
58.674	2	TrialStart	Standard	22	0	0	1	n/a	CorrectRejection
