onset	duration	TrialEvent	ToneLabel	Trial	CRESP	RESP	ACC	RT	Code
0.036	2	TrialStart	Standard	1	0	0	1	n/a	CorrectRejection
2.037	0.2	ToneStart	Standard	1	0	0	1	n/a	CorrectRejection
3.302	2	TrialStart	Standard	2	0	0	1	n/a	CorrectRejection
5.302	0.2	ToneStart	Standard	2	0	0	1	n/a	CorrectRejection
6.552	2	TrialStart	Standard	3	0	0	1	n/a	CorrectRejection
8.553	0.2	ToneStart	Standard	3	0	0	1	n/a	CorrectRejection
9.801	2	TrialStart	Novel	4	0	0	1	n/a	CorrectRejection
11.801	0.2	ToneStart	Novel	4	0	0	1	n/a	CorrectRejection
13.051	1	TrialStart	Standard	5	0	0	1	n/a	CorrectRejection
14.051	0.2	ToneStart	Standard	5	0	0	1	n/a	CorrectRejection
15.301	1	TrialStart	Standard	6	0	0	1	n/a	CorrectRejection
16.301	0.2	ToneStart	Standard	6	0	0	1	n/a	CorrectRejection
17.551	2	TrialStart	Standard	7	0	0	1	n/a	CorrectRejection
19.55	0.2	ToneStart	Standard	7	0	0	1	n/a	CorrectRejection
20.8	1	TrialStart	Standard	8	0	0	1	n/a	CorrectRejection
21.801	0.2	ToneStart	Standard	8	0	0	1	n/a	CorrectRejection
23.05	1	TrialStart	Standard	9	0	0	1	n/a	CorrectRejection
24.05	0.2	ToneStart	Standard	9	0	0	1	n/a	CorrectRejection
25.3	1	TrialStart	Standard	10	0	0	1	n/a	CorrectRejection
26.301	0.2	ToneStart	Standard	10	0	0	1	n/a	CorrectRejection
27.566	1	TrialStart	Oddball	11	1	1	1	518	Hit
28.566	0.2	ToneStart	Oddball	11	1	1	1	518	Hit
29.816	1	TrialStart	Standard	12	0	0	1	n/a	CorrectRejection
30.816	0.2	ToneStart	Standard	12	0	0	1	n/a	CorrectRejection
32.066	2	TrialStart	Standard	13	0	0	1	n/a	CorrectRejection
34.066	0.2	ToneStart	Standard	13	0	0	1	n/a	CorrectRejection
35.315	1	TrialStart	Standard	14	0	0	1	n/a	CorrectRejection
36.315	0.2	ToneStart	Standard	14	0	0	1	n/a	CorrectRejection
37.565	2	TrialStart	Standard	15	0	0	1	n/a	CorrectRejection
39.565	0.2	ToneStart	Standard	15	0	0	1	n/a	CorrectRejection
40.815	2	TrialStart	Standard	16	0	0	1	n/a	CorrectRejection
42.815	0.2	ToneStart	Standard	16	0	0	1	n/a	CorrectRejection
44.065	1	TrialStart	Novel	17	0	0	1	n/a	CorrectRejection
45.064	0.2	ToneStart	Novel	17	0	0	1	n/a	CorrectRejection
46.314	2	TrialStart	Standard	18	0	0	1	n/a	CorrectRejection
48.314	0.2	ToneStart	Standard	18	0	0	1	n/a	CorrectRejection
49.564	2	TrialStart	Standard	19	0	0	1	n/a	CorrectRejection
51.564	0.2	ToneStart	Standard	19	0	0	1	n/a	CorrectRejection
52.814	1	TrialStart	Standard	20	0	0	1	n/a	CorrectRejection
53.813	0.2	ToneStart	Standard	20	0	0	1	n/a	CorrectRejection
55.063	2	TrialStart	Standard	21	0	0	1	n/a	CorrectRejection
57.063	0.2	ToneStart	Standard	21	0	0	1	n/a	CorrectRejection
58.313	2	TrialStart	Standard	22	0	0	1	n/a	CorrectRejection
60.313	0.2	ToneStart	Standard	22	0	0	1	n/a	CorrectRejection
61.563	1	TrialStart	Novel	23	0	0	1	n/a	CorrectRejection
62.563	0.2	ToneStart	Novel	23	0	0	1	n/a	CorrectRejection
63.812	2	TrialStart	Oddball	24	1	1	1	938	Hit
65.812	0.2	ToneStart	Oddball	24	1	1	1	938	Hit
67.062	2	TrialStart	Standard	25	0	0	1	n/a	CorrectRejection
69.062	0.2	ToneStart	Standard	25	0	0	1	n/a	CorrectRejection
70.312	2	TrialStart	Standard	26	0	0	1	n/a	CorrectRejection
72.311	0.2	ToneStart	Standard	26	0	0	1	n/a	CorrectRejection
73.561	1	TrialStart	Standard	27	0	0	1	n/a	CorrectRejection
74.561	0.2	ToneStart	Standard	27	0	0	1	n/a	CorrectRejection
75.811	2	TrialStart	Standard	28	0	0	1	n/a	CorrectRejection
77.811	0.2	ToneStart	Standard	28	0	0	1	n/a	CorrectRejection
79.061	2	TrialStart	Oddball	29	1	1	1	720	Hit
81.061	0.2	ToneStart	Oddball	29	1	1	1	720	Hit
82.31	1	TrialStart	Novel	30	0	0	1	n/a	CorrectRejection
83.311	0.2	ToneStart	Novel	30	0	0	1	n/a	CorrectRejection
84.56	1	TrialStart	Standard	31	0	0	1	n/a	CorrectRejection
85.56	0.2	ToneStart	Standard	31	0	0	1	n/a	CorrectRejection
86.81	2	TrialStart	Standard	32	0	0	1	n/a	CorrectRejection
88.81	0.2	ToneStart	Standard	32	0	0	1	n/a	CorrectRejection
90.06	1	TrialStart	Novel	33	0	0	1	n/a	CorrectRejection
91.059	0.2	ToneStart	Novel	33	0	0	1	n/a	CorrectRejection
92.309	2	TrialStart	Standard	34	0	0	1	n/a	CorrectRejection
94.309	0.2	ToneStart	Standard	34	0	0	1	n/a	CorrectRejection
95.559	2	TrialStart	Standard	35	0	0	1	n/a	CorrectRejection
97.559	0.2	ToneStart	Standard	35	0	0	1	n/a	CorrectRejection
98.809	1	TrialStart	Standard	36	0	0	1	n/a	CorrectRejection
99.809	0.2	ToneStart	Standard	36	0	0	1	n/a	CorrectRejection
101.075	1	TrialStart	Standard	37	0	0	1	n/a	CorrectRejection
102.075	0.2	ToneStart	Standard	37	0	0	1	n/a	CorrectRejection
103.325	2	TrialStart	Standard	38	0	0	1	n/a	CorrectRejection
105.325	0.2	ToneStart	Standard	38	0	0	1	n/a	CorrectRejection
106.574	2	TrialStart	Oddball	39	1	1	1	716	Hit
108.574	0.2	ToneStart	Oddball	39	1	1	1	716	Hit
109.824	2	TrialStart	Standard	40	0	0	1	n/a	CorrectRejection
111.824	0.2	ToneStart	Standard	40	0	0	1	n/a	CorrectRejection
113.074	2	TrialStart	Standard	41	0	0	1	n/a	CorrectRejection
115.074	0.2	ToneStart	Standard	41	0	0	1	n/a	CorrectRejection
116.323	1	TrialStart	Standard	42	0	0	1	n/a	CorrectRejection
117.323	0.2	ToneStart	Standard	42	0	0	1	n/a	CorrectRejection
118.573	1	TrialStart	Standard	43	0	0	1	n/a	CorrectRejection
119.573	0.2	ToneStart	Standard	43	0	0	1	n/a	CorrectRejection
120.823	1	TrialStart	Novel	44	0	0	1	n/a	CorrectRejection
121.823	0.2	ToneStart	Novel	44	0	0	1	n/a	CorrectRejection
123.073	1	TrialStart	Standard	45	0	0	1	n/a	CorrectRejection
124.073	0.2	ToneStart	Standard	45	0	0	1	n/a	CorrectRejection
125.322	2	TrialStart	Standard	46	0	0	1	n/a	CorrectRejection
127.322	0.2	ToneStart	Standard	46	0	0	1	n/a	CorrectRejection
128.572	2	TrialStart	Standard	47	0	0	1	n/a	CorrectRejection
130.572	0.2	ToneStart	Standard	47	0	0	1	n/a	CorrectRejection
131.822	1	TrialStart	Standard	48	0	0	1	n/a	CorrectRejection
132.822	0.2	ToneStart	Standard	48	0	0	1	n/a	CorrectRejection
134.072	2	TrialStart	Oddball	49	1	1	1	555	Hit
136.071	0.2	ToneStart	Oddball	49	1	1	1	555	Hit
137.321	2	TrialStart	Standard	50	0	0	1	n/a	CorrectRejection
139.321	0.2	ToneStart	Standard	50	0	0	1	n/a	CorrectRejection
140.571	2	TrialStart	Standard	51	0	0	1	n/a	CorrectRejection
142.571	0.2	ToneStart	Standard	51	0	0	1	n/a	CorrectRejection
143.821	2	TrialStart	Standard	52	0	0	1	n/a	CorrectRejection
145.82	0.2	ToneStart	Standard	52	0	0	1	n/a	CorrectRejection
147.07	2	TrialStart	Novel	53	0	0	1	n/a	CorrectRejection
149.07	0.2	ToneStart	Novel	53	0	0	1	n/a	CorrectRejection
150.32	2	TrialStart	Standard	54	0	0	1	n/a	CorrectRejection
152.32	0.2	ToneStart	Standard	54	0	0	1	n/a	CorrectRejection
153.569	1	TrialStart	Standard	55	0	0	1	n/a	CorrectRejection
154.569	0.2	ToneStart	Standard	55	0	0	1	n/a	CorrectRejection
155.819	1	TrialStart	Novel	56	0	0	1	n/a	CorrectRejection
